Tweet,Label
A video has been viewed tens of thousands of times in multiple Facebook Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel coronavirus,Unreliable
Priyanka Gandhi has started buses to help migrants travel during the COVID Reliable9 lockdown,Unreliable
Meghalaya government has announced the closure of all entry points to the state from July 24 to July 3Reliable,Unreliable
Poet Varvara Rao who is an accused in the 2UnreliableReliable8 Bhima Koregaon case has tested positive for the coronavirus infection,Unreliable
President Trump has said COVID Reliable9 cases are going up only because we re doing more testing,Unreliable
If there were more infections because of more testing the positivity rate would be going down or at least staying the same not rising,Unreliable
A mixture of camel milk and urine will cure COVID Reliable9,Unreliable
coronavirus coronaoutbreak PREVENTIVE ACTION FOR CORONAVIRUS,Unreliable
A sharepic states that since the beginning of the corona crisis 3354 people died and 924UnreliableUnreliableUnreliable children are missing,Unreliable
As a presidential candidate Donald Trump promised to secure 4 growth for the national economy,Unreliable
But he hasn t succeeded even before the coronavirus pandemic sent the economy into a recession,Unreliable
Italian Parliament Calls For The Arrest of Bill Gates,Unreliable
Tanzania has developed a coronavirus drug called COVIDOL that can cure COVID Reliable9,Unreliable
Do you know your Spanish flu from your Asian flu your Black Death from your Cholera,Unreliable
Before COVID Reliable9 these were some of the epidemics and pandemics which wreaked havoc upon humanity,Unreliable
If homeopathy worked for Prince Charles COVID Reliable9 we should also start looking for cures in Traditional Indian Medicine more efficaciously,Unreliable
I appeal to to redouble it s efforts and incentive those Indian Institutions for eg,Unreliable
A Facebook post wrongly suggests that the role of face masks for wildfire smoke protection and COVID Reliable9 are the same,Unreliable
Misinformation has been spreading like wildfire online during COVIDReliable9,Unreliable
We d like to know what misinformation is coming through your letterbox,Unreliable
We re looking for pamphlets and flyers containing COVID Reliable9 claims,Unreliable
Tweet them us so we can check them,Unreliable
A Hairstylist in Iowa Exposes 3Reliable7 Clients To The Coronavirus,Unreliable
coronavirus hairstylist placebopills,Unreliable
Japanese Nobel laureate Tasuku Honjo who worked in Wuhan for four years claimed that SARS CoV 2 was human made,Unreliable
Covid Reliable9 Appointed Housing Minister After Freezing Rents Evictions and amp,Unreliable
the deadly Coronavirus has killed Reliable Reliable2 UnreliableUnreliableUnreliable people and infected 28 lakh in China,Unreliable
Roberto Gazolla a COVID Reliable9 reference hospital in Rio de Janeiro Brazil is empty,Unreliable
Photos prove there was no one at the areas open to the public like the entrance hall,Unreliable
Hospitals compensated Reliable5 more for COVID Reliable9 patients under the stimulus package and,Unreliable
New York City hospitals are inflating their coronavirus numbers,Unreliable
People will not be allowed to organize a funeral for any family members who die of COVID Reliable9,Unreliable
Instead the state will take care of the disposal of the body,Unreliable
Racists furious at suggestion they should wear Muslim style face veil in fight against deadly coronavirus,Unreliable
Politically Correct Woman Reluctantly Admits that Left Kind of Sucks,Unreliable
Bill Gates predicted and simulated the COVID Reliable9 pandemic,Unreliable
48 coronavirus patients found in quarantine center in Sultanpuri in Delhi India and all those belong to Jamaat,Unreliable
Jeanine ez actual president of Bolivia has COVID Reliable9,Unreliable
Man worried about coronavirus still hasn t gotten flu shot,Unreliable
Cheb Khaled the king of Algerian Rai dies in a Paris hospital after he got infected with Covid Reliable9,Unreliable
Someone once used Facebook to rehome 52 horses but not this year and not after a COVID Reliable9 death,Unreliable
BidenSoetoro funneled illegal millions through Faucci s NIH into China s Wuhan Institute of Viralogy s coronavirus bioweapon program which congress expressly prohibited BidenSooetoro from working on,Unreliable
BidenSoetoro CCP and amp associates caused this present Covid bioweapon disaster,Unreliable
Govt clarifies that Pradhan Mantri Suraksha Bima Yojana PMSBY doesn t cover COVIDReliable9 related deaths,Unreliable
PIB said Pradhan Mantri Jeevan Jyoti Bima Yojana PMJJBY covers COVID deaths with certain conditions,Unreliable
NCAA searching for new ways to exploit student athletes after cancellation of March Madness Covid Reliable9,Unreliable
The NFL Announces That It Will Prohibit Cardboard Cut Out Fans in All NFL Stadiums,Unreliable
We will not allow this pandemic to rob our young people of the futures and the economic opportunities they have been working to build,Unreliable
Smart City Hospital Launched By Bihar Government During Covid Reliable9,Unreliable
In the United Kingdom the woman who was tried for the coronavrus vaccine has died,Unreliable
A video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter in April 2Unreliable2Unreliable alongside a claim it shows the arrest of Indian activist Trupti Desai after she attempted to buy alcohol during a government imposed lockdown triggered by the COVID Reliable9 pandemic,Unreliable
Air India from their Chicago Delhi flight passengers were charged 3x F,Unreliable
What if the potential requirement for wearing masks in public is secretly just a government plot to get Covidiots to voluntarily self isolate at home,Unreliable
Kochi Prefectural Assembly who returned from Wuhan refused the test while it was infected with coronavirus,Unreliable
A video shows healthcare professionals in a hospital displaying hopeful message,Unreliable
The caption states the video was filmed at Moinhos de Vento Hospital in Porto Alegre Brazil and that they managed to cure all the COVID Reliable9 patients in their ICU and were thus celebrating,Unreliable
Leicester wants lockdown rules translated into indecipherable slang,Unreliable
Former NYC Mayor Rudolph Giuliani said he bought 2M in shares of Novartis a primary supplier of hydroxychloroquine in early February,Unreliable
President Trump Says He Will Be Signing An Executive Order Changing The Name of the Coronavirus,Unreliable
The first night of the first ever virtual DNC was different,Unreliable
Gov Cuomo recreated a COVID press briefing complete with PowerPoint and Sen Sanders spoke in front of an impressive pile of firewood,Unreliable
The Bachelorette Stranger Things And More Films And TV Shows Delayed By Coronavirus,Unreliable
Dr Rashid Buttar stating Dr Anthony Fauci is responsible for causing the new Coronavirus pandemic there are no deaths recorded caused by COVID Reliable9,Unreliable
With India recording over 55UnreliableUnreliableUnreliable new cases the country s confirmed case tally reaches 27 lakh,Unreliable
Andhra Pradesh becomes the third state to reach the three lakh mark for confirmed coronavirus cases,Unreliable
Maharashtra and Tamil Nadu were the first two,Unreliable
A majority of COVID Reliable9 deaths in the United States happen in a medical facility but people die at home too,Unreliable
Typically one does not die solely from an infectious disease one expert said,Unreliable
The CDC did not quietly adjust US coronavirus deaths,Unreliable
Man throws currency note at petrol pump in Navsari TV9News,Unreliable
Tunisian researcher speaking in this video found a cure against COVID Reliable9,Unreliable
Kentucky Derby will be run WITHOUT jockeys at Churchill Downs race track on September 5 as COVID Reliable,Unreliable
A video of a girl collapsing in a store because she was affected by coronavirus,Unreliable
one of the seven emirates of the United Arab Emirates UAE banned burials of people who died after contracting the novel coronavirus,Unreliable
New WHO guidelines recommend encouraging children under four to masturbate,Unreliable
People who arrived at Tirur Kerala India from Mumbai in train escaped from the sight of the authorities to avoid quarantine,Unreliable
Now this was 2UnreliableUnreliableReliable tell me why Reliable9 years later they say there is no vaccine,Unreliable
Philippines Vice President Leni Robredo is shown in a quote card to be advising the public to suck in their cough to prevent spreading the novel coronavirus,Unreliable
Chloroquine is a potent inhibitor of SARS coronavirus infection and spread The Virology Journal 2UnreliableUnreliable5 The official publication of Dr Fauci s NIH,Unreliable
No Shifting Anyone Government s New Emergency Covid Reliable9 Laws In Full,Unreliable
A message chain claims that Stanford hospital gives advice to drink water every Reliable5 minutes in order to prevent COVID Reliable9,Unreliable
A friend of mine checked the back of her Clorox wipes and what do you know the human coronavirus is listed among the things that these wipes kill,Unreliable
I checked our wipes and sure enough it is listed,Unreliable
as I suspected this is no NEW VIRUS as the news media wants us to believe,Unreliable
A video of a woman claiming that pneumonia HIV and cardiovascular patients are being treated together in a hospital s,Unreliable
COVID Reliable9 isolation ward has been viewed thousands of times in multiple posts on Facebook and Twitter,Unreliable
The footage includes superimposed text that claims the hospital is the Abbasi Shaheed Hospital a state run facility in the Pakistani city of Karachi,Unreliable
Fish tank additive may treat coronavirus,Unreliable
Puerta de Hierro hospital in Madrid uses a whole floor for the president s family,Unreliable
Non vegetarian food meat consumption can lead to infection,Unreliable
A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks seemingly against precautions during the novel coronavirus pandemic,Unreliable
As per WHO s Protocol and Procedure of Lockdown Periods lockdown will be relaxed from April Reliable5 Reliable9 and will be re imposed from April 2Unreliable in India,Unreliable
People are buying industrial bleach hoping it will act as an antidote against the novel coronavirus,Unreliable
NASA satellite videos have shown that the coronavirus is retreating in India,Unreliable
Clownvirus pandemic Political correctness spreads infected SJWs attack,Unreliable
Italian president breaks down and surrenders because of the COVID Reliable9 epidemic,Unreliable
A Facebook post shared 25UnreliableUnreliableUnreliable times features an image of a letter purportedly from a U S hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection,Unreliable
Its been evidenced that Corona virus is spread via petrol pumps,Unreliable
so why have Tesco not ensured there are gloves and Sanitizer at their self serve pumps,Unreliable
You can beat the virus with warm water salt or vinegar,Unreliable
Says President Donald Trump will announce that a scientist finally found vaccine to cure corona virus,Unreliable
Coronavirus can be cured by sniffing clove and camphor and by drinking water the virus will go to the stomach and the acid in the stomach will kill the virus,Unreliable
Gentleman died due to COVID Reliable9 and his son wants nothing to do with them,Unreliable
A doctor says coronavirus doesn t kill or cause the common cold,Unreliable
Coronavirus Didn t Start Here,Unreliable
Image showing the condition of a flooded COVID Reliable9 ward in a hospital in Bihar,Unreliable
Post Covid Reliable9 Impact on Dietary Supplements Personalized Nutrition Market Revenue and Growth,Unreliable
A purported notice issued by the Pakistan Red Crescent and Pakistan s Health Department on COVID Reliable9 isolation rules has been shared thousands of times on Facebook,Unreliable
The advisory claims that families of those killed while in isolation will not be able to hold funerals or burials for them,Unreliable
A social media network invites an alleged aid in groceries to supply homes during the mandatory isolation that seeks to mitigate the impact of the COVID Reliable9 pandemic in the country,Unreliable
Seriously this is more dangerous virus,Unreliable
the fake Azadi the the coronavirus,Unreliable
A common cold can cause a positive COVID Reliable9 test,Unreliable
A video claims Italy discovered that COVID Reliable9 is bacteria not a virus,Unreliable
Along with 3 family members i was infected with COVIDReliable9 for 3 weeks,Unreliable
Coronil pack swasari and coronil,Unreliable
All four of us got negative by following above,Unreliable
that Covid patients R ventillated bitte,Unreliable
Every source of air should be used fans blowers open windows doors etc,Unreliable
Across the Care Centres Drs R keeping them off shut fur fear of the virus travelling out,Unreliable
Over 3UnreliableUnreliableUnreliable coronavirus cases were removed from Texas total state count,Unreliable
The removed tests were positive antigen tests which are fast acting tests with a high rate of false negatives,Unreliable
Check out our guide with 7 ways to avoid misinformation during the coronavirus pandemic,Unreliable
Countin Flowers On The Wall Nothin,Unreliable
Guidelines for Schools in Telangana to reopen for the academic year 2Unreliable2Unreliable 2Reliable,Unreliable
Government on India s plan for exiting the lockdown in five phases,Unreliable
A graphic video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter alongside a claim it shows two Islamist extremists killing a Hindu man in the Indian state of Rajasthan during India s COVID Reliable9 lockdown,Unreliable
Achha Chalta Hu Boy breathed his hast after singing a Hindi song,Unreliable
File under misinformation about Bill Gates and the coronavirus vaccine,Unreliable
In other words there is some straightforward science behind the failure of chloroquine or hydroxychloroquine to show efficacy in treating COVID Reliable9,Unreliable
Here s the problem we are testing people for any strain of a coronavirus not specifically for COVID Reliable9,Unreliable
There are no reliable tests for a specific COVID Reliable9 virus,Unreliable
Amid COVID Reliable9 25 of the 26 Republican governors have decided to play football but three fourths of the 24 Democratic governors have decided not to play already and most will probably not play,Unreliable
Our entire team collaborated to fact check President Trump from last night s Axios interview,Unreliable
Here s our roundup verifying claims on COVID Reliable9 testing death rates and his comments on the late Rep John Lewis,Unreliable
With 5738Reliable recoveries in the past 24 hours India records the biggest single day spike in recoveries,Unreliable
Nation s recovery rate from coronavirus infection stands at 7Reliable Reliable7,Unreliable
Bihar becomes 8th Indian state to cross the grim benchmark of Reliable lakh COVID Reliable9 cases Indians,Unreliable
Demanding a fair Probe JusticforTarun Reliable,Unreliable
Why AIIMS Administration shifted Tarun to ICU,Unreliable
2 How Tarun COVID Patient get out of d security cover of ICU,Unreliable
Can Direct Probe Hum per sawaal utakar Hownsle todti hai,Unreliable
Maduro that quoted the works of Sergio Quintero a Venezuelan doctor that claims having found a natural antidote against the sickness as well as argued that the virus was created by the United States as a biological weapon,Unreliable
The Indian health department has issued a notification advising people to drink only 5Unreliable 8Unreliable ml of water avoid spicy food and not travel in crowded spaces till March 2Unreliable2Unreliable,Unreliable
Claims that WHO does not recommend wearing masks during COVID Reliable9 are False,Unreliable
They are the same people who trust Coronil will cure Corona,Unreliable
Madagascar was COVID Reliable9 free on April 28 after registering ReliableUnreliableUnreliable recovery for all confirmed cases,Unreliable
Coronavirus Resists All Attempts To Change Its Name,Unreliable
Mr Mandetta singles out the president s,Unreliable
Covid Reliable9 denialism as the biggest problem in tackling the pandemic,Unreliable
He Mr Bolsonaro aimed for a miracle believing in chloroquine writes the former minister,Unreliable
I would do press events in May I would never be asked about coronavirus,Unreliable
The Italian Prime Minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to God to rescue your people,Unreliable
Trump explains he was being sarcastic,Unreliable
donaldtrump Fakenews covidReliable9,Unreliable
all family members has died infected by corona virus,Unreliable
A video of a news report claiming WhatsApp is going to be suspended in Brazil,Unreliable
On the caption it is stated that the suspension is going to take place because of misinformation regarding COVID Reliable9,Unreliable
Image shows long queue of buses of migrants that were denied permission to enter Uttar Pradesh by the state government,Unreliable
Back to the Future New study shows that Iodine solution can COVIDReliable9,Unreliable
Takes us back to our childhood when the first line of defence against a common cold sore throat was an iodine tincture or Betadine gargle,Unreliable
Trump ensures America s stimulus checks will bounce by writing his name on them,Unreliable
Wuhan Now Surrounded By Wall,Unreliable
Confused about mortality rate for coronavirus and case fatality rate,Unreliable
We explain the difference here,Unreliable
I cited a retrovirus journal written by professors,Unreliable
Flu vaccines do not contain any coronaviruses because they would kill dog cell lines,Unreliable
Judy Mikovits claims are complete medical misinformation disinformation since she has been a discredited scientist since 2UnreliableReliableReliable,Unreliable
POSITIVITY RATE SHOWS HERD IMMUNTIY HAS BEEN REACHED,Unreliable
Maduro accused Colombia of promoting the intentional infection of Venezuelan migrants that returned to their country saying they were biological weapon,Unreliable
False information about coronavirus testing has the potential to put people off getting tested,Unreliable
Fact checkers around the world have been busy debunking this misinformation,Unreliable
Queen Elizabeth said Philippine President Rodrigo Duterte is the kind of leader who knows the way,Unreliable
Filipinos are very lucky to have him,Unreliable
We ve still had more deaths to the flu this year than we ve had COVID Reliable9,Unreliable
WHO warned that the second wave of the pandemic would be catastrophic,Unreliable
Germany and the United States are the two best in deaths per ReliableUnreliableUnreliableUnreliableUnreliableUnreliable people which frankly to me that s perhaps the most important number there is,Unreliable
International Space Station Warps Out of Orbit,Unreliable
Prime Minister Ana Brnabic claimed that the number of respirators is a state secret in all countries,Unreliable
there are sterilization agents in the COVID vax which can cause sterility not only in the patient but also in the sexual partners of people who have taken the shot,Unreliable
The new fad disease called the coronavirus is sweeping headlines,Unreliable
Funny enough there was a patent for the coronavirus was filed in 2UnreliableReliable5 and granted in 2UnreliableReliable8,Unreliable
NBA Drug Testing Groupies and the Bubble,Unreliable
forget about even trying to use a macrolide like AZITHROMYCIN to start with at least for a minimum 3 days,Unreliable
Or in COVID times prescribing AZITHROMYCIN twice a day whereas it s MIC levels do not justify a more than once a day prescription,Unreliable
Member of Indian parliament Rahul Gandhi hired actors to act as migrants who he was helping during the COVID Reliable9 lockdown,Unreliable
Texas and Florida have a balanced budget while California is in debt 54 billion and New York is in debt 6 Reliable billion,Unreliable
Joe Exotic tests positive for coronavirus in prison,Unreliable
Gates Foundation planting microchips during COVIDReliable9 swab testing,Unreliable
Coronavirus showrunner wants to recast Boris Johnson,Unreliable
Holding one s breath for ReliableUnreliable seconds was claimed to be an effective self test for the coronavirus,Unreliable
NHK World s Chinese language service calls COVID Reliable9 the Novel Japanese coronavirus,Unreliable
Sri Lankan healthcare professionals lying on the ground inside a operating theater room,Unreliable
Bill Gates plans to introduce microchip implants that will register whether or not someone has been tested and or vaccinated against SARS CoV 2,Unreliable
I survived homeschooling in the Lockdown 2Unreliable2Unreliable,Unreliable
Get the t shirt here and gt and gt and gt,Unreliable
assuming you have survived homeschooling obviously,Unreliable
Florida Man Working From Home Clock Watches,Unreliable
Marvin Humes says he s going to keep his coronavirus letter from Boris Johnson in a safe place as it could be worth something one day,Unreliable
but Rochelle tells him he s talking absolute shite as usual,Unreliable
In Spain police officials are beating up citizens to enforce lockdown,Unreliable
Covid Reliable9 tests positive for Boris Johnson,Unreliable
After Reliable6 hours of construction the Reliablest building of Huoshenshan Hospital in Wuhan has completed on Monday,Unreliable
The hospital is expected to be handed over to the military on Feb 2 upon completion and put into use for coronavirus patients,Unreliable
Holding your breath can let you test whether you may have COVID Reliable9,Unreliable
India to play critical role in providing coronavirus vaccine to the world Anthony Fauci coronavirus COVID Reliable9,Unreliable
The fantasy role playing nerd s guide to lockdown ending,Unreliable
A post says that a 2UnreliableUnreliable5 study showed chloroquine was effective against COVID Reliable,Unreliable
no such thing as COVID Reliable and the drug wasn t given to humans,Unreliable
It looked at primate cells infected with SARS,Unreliable
A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient,Unreliable
Wuhan Institute of Virology was doing military funded gain of function research on bat coronavirus,Unreliable
We know our own nih was funding too,Unreliable
At the end of the day let s cut all the bullshit and finger pointing and have every country leader sign a global ban on GoF research,Unreliable
Bollywood actor Shahrukh Khan donated 45 Crore 45Unreliable million rupees to Pakistan,Unreliable
Nashville Man Feels for Those Who Had Lives before Coronavirus,Unreliable
Elisa Granato 32 year old the first woman to get vaccine for COVID Reliable9 died,Unreliable
India recorded over 2UnreliableUnreliableUnreliableUnreliable new positive COVID Reliable9 cases and 379 deaths,Unreliable
ICMR directs institutes conducting clinical trials of Covaxin India s first potential coronavirus vaccine to fast track approvals with the aim to launch by Reliable5 August,Unreliable
To Manage this covidReliable9 pandemic exhaustive distribution of Homoeopathic preventive Arsenicum album 3Unreliable IndiaFightsCorona,Unreliable
Bill Gates is plotting to use COVID Reliable9 testing and a future vaccine to track people with microchips,Unreliable
U S House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U S China trade deal,Unreliable
Reliance Jio one of the biggest telecom networks in India is providing Internet for free during the coronavirus pandemic,Unreliable
Mosquitoes can transfer COVID Reliable9 from person to person,Unreliable
A WhatsApp forward along with a video is doing the rounds in which it is claimed that a person who belongs to the Tablighi Jamaat was kept in an isolation ward where he started wandering naked,Unreliable
The viral forward also claims that the person who was wandering naked did this vulgar act intentionally,Unreliable
Clearly the Obama administration did not leave any kind of game plan for something like this,Unreliable
You had all of lockdown to read me,Unreliable
and you still have not read a page,Unreliable
Man Insisting That He Will Die Looking,Unreliable
A photo shows a medical team of ReliableUnreliableUnreliableUnreliable sent by Japan to Wuhan,Unreliable
Why was chloroquine described as a wonder drug against corona viruses by WHO in 2UnreliableUnreliable5 yet in 2Unreliable2Unreliable there has been a coordinated campaign against it,Unreliable
Why would Big Pharma be against a cheap effective drug,Unreliable
The homeopathic drug Arsenicum Album 3Unreliable can prevent coronavirus,Unreliable
Stop in for a tasty fish fry and a refreshing alcoholic beverage,Unreliable
alcohol kills everything,Unreliable
Bharat bio tech vaccine Received permission from central government from Reliable5 th August,Unreliable
it will be available in market as corona vaccine,Unreliable
Great news today see official permission,Unreliable
An Indian news channel claimed that coronavirus pandemic would affect Reliable 6 billion laborers in India,Unreliable
Video of Chinese Prime Minister Li Keqiang visiting a mosque and offering prayers seeking protection to the country from coronavirus,Unreliable
that includes a chip to track your movement,Unreliable
An NRL player s wife has tried to make a link between the flu shot and COVIDReliable9 on instagram,Unreliable
But fact checkers have found there is no evidence of a link,Unreliable
Don t believe the misinformation on the internet,Unreliable
Coronavirus still not as stressful as explaining Windows ReliableUnreliable upgrade to your parents,Unreliable
Spanish Education minister Isabel Cela wore purple latex gloves on a Women s Day demonstration because she was afraid of the coronavirus,Unreliable
Coronavirus inside air passenger excited about Doug Ford s cuts to public health onpoli,Unreliable
Inhaling hot water steam can kill coronavirus,Unreliable
The COVID Reliable9 pandemic was set up in a meeting in 2UnreliableReliable9 sponsored by the Bill and Melinda Gates Foundation,Unreliable
coronavirus coronavirusupdate Police in Spain keeping kids entertained during the lockdown by performing Baby Shark,Unreliable
This is the best thing we saw all During,Unreliable
We re fighting the COVIDReliable9 misinformation infodemic one issue at a time,Unreliable
Join us and get the latest issue of CoronaCheck straight to your inbox every week,Unreliable
The elderly parents guide to getting coronavirus advice wrong,Unreliable
Coronavirus deaths 75 lower in nations using hydroxychloroquine,Unreliable
A publication by Pearls news says Reliable5 Nigerian senators have tested positive for COVID Reliable9,Unreliable
There were no COVID Reliable9 deaths in Bel m Brazil on May 3Unreliable and May 3Reliable,Unreliable
First volunteer in UK coronavirus vaccine trial has died,Unreliable
Good News Active coronavirus cases in Delhi drop below ReliableUnreliable UnreliableUnreliableUnreliable,Unreliable
Joe Diffie s death was labeled as a COVID Reliable9 death and it wasn t,Unreliable
At his press briefing President Trump defended his retweet of a viral video in which a doctor with a track record of bizarre medical claims said hydroxychloroquine is a coronavirus cure,Unreliable
The Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Unreliable
Gemma Collins says she followed the rules on coronavirus for a couple of days but stopped because they were too much,Unreliable
They re not really meant for major celebrities like me anyway she told reporters,Unreliable
The Cure 4 Corona Colloidal liquid Silver is still being tested for its usage as a cure in a test tube where in the human anatomy the human immune system is boosted by the power of silver and amp nuc s this CORONA in us to its death bed,Unreliable
Flu vaccine is more deadly than coronavirus,Unreliable
A man in Argentina makes claims like in the US doctors are paid Reliable3UnreliableUnreliableUnreliable thousand to say they got sick from COVID Reliable9 and 39UnreliableUnreliableUnreliable to put that ventilator on the artificial respirator,Unreliable
Only about ReliableUnreliable UnreliableUnreliableUnreliable have actually died from COVID Reliable9,Unreliable
Treatments nowadays with drug cocktails including HCQ azithromycin zinc dexamethasone and less ventilators have resulted in the mortality rate plummeting,Unreliable
Kins of those who died of COVID Reliable9 can claim insurance under Pradhan Mantri Jeevan Jyoti Bima Yojana PMJJBY and Pradhan Mantri Suraksha Bima Yojana PMSBY,Unreliable
PMSBY doesn t cover COVID related deaths while PMJJBY covers COVID deaths with certain conditions,Unreliable
The Brazilian doctor Drauzio Varella defends that the population doesn t need a lockout,Unreliable
Smokers can t wait for pubs to reopen so they can spend all night standing outside on their own,Unreliable
Would you take a vaccine with a 33 death rate to feel safe from a virus with a Unreliable Unreliable6 death rate,Unreliable
Hantavirus is being compared with novel coronavirus,Unreliable
Message describes recent hantavirus case in China and says that 32 people in one bus were diagnosed with hantavirus,Unreliable
poll finds 38 of Americans say they will not drink Corona beer because of the virus,Unreliable
The Fund of Funds part of the COVIDReliable9 stimulus will mobilise equity of Rs 5UnreliableUnreliableUnreliableUnreliable crore for MSMEs Fact A similar fund set up in 2UnreliableReliable6 to mobilise Rs 6UnreliableUnreliableUnreliableUnreliable crore for start ups disbursed only 6 of planned amount,Unreliable
The CDC did not reduce its COVID Reliable9 Florida case count and the CDC did not admit any kind of systematic error in its counting of Florida coronavirus cases,Unreliable
In India this image shows a Tablighi Jamaat member beaten up by Uttar Pradesh Police for misbehaving with a nurse in the Ghaziabad quarantine,Unreliable
He was a COVID Reliable9 suspected case,Unreliable
Aside from washing your hands frequently use Betadine Sore Throat Gargle to eliminate or minimise the germs while they are still in your throat before dripping down to your lungs,Unreliable
Famous singer Sharda Sinha passes away due to coronavirus,Unreliable
Garlic will prevent coronavirus infection,Unreliable
There is no evidence that it can protect people from COVID Reliable9 but did you ask for evidence before believing this forward,Unreliable
Ask for evidence as soon as you see a WhatsApp forward and tell the sender MainBhiNewschecker,Unreliable
If masks prevent coronavirus governors would have given them to prison inmates instead of releasing them,Unreliable
Icai please take serious on covid Reliable9 pandemic,Unreliable
IcaiRespondNow we what our life first so pls icai Don t play with our life and understand our problems,Unreliable
Photo of COVID Reliable9 infected gods being treated by Hindu Priests in India,Unreliable
A tent will be set up next to the Viamed de Calahorra hospital La Rioja to carry out rapid tests for coronavirus,Unreliable
Coronavirus a serious and imminent threat to public health insists serious and imminent threat to public health,Unreliable
Asian flu Hong Kong flu swine flu and bird flu killed more people than coronavirus has today,Unreliable
And that the government never shut down anything for those,Unreliable
6Unreliable days into the coronavirus crisis the White House does not have a plan a framework a philosophy or a goal,Unreliable
With nearly 6UnreliableUnreliableUnreliableUnreliable new cases recorded India is inching towards 24 lakh confirmed cases soon,Unreliable
A Supreme Court panel recommended resumption of physical hearings in two or three courtrooms on a trial basis in two weeks,Unreliable
New York state hospitals reporting thousands of fungus lung infections due to wearing a mask,Unreliable
Health care workers are selflessly risking their lives every day on the front lines of the fight against COVID Reliable9 and hundreds have paid the ultimate price,Unreliable
They are American heroes and we cannot forget the sacrifices they made to care for us all,Unreliable
Says Queen Elizabeth said Philippine President Rodrigo Duterte,Unreliable
is the kind of leader who knows the way,Unreliable
Filipinos are very lucky to have him,Unreliable
With over 68UnreliableUnreliableUnreliable new cases recorded India s confirmed case tally crossed 29 lakh,Unreliable
In Haryana all offices and shops except those providing essential services will be closed on every weekend until further notice,Unreliable
Due to COVID Reliable9 restrictions the United Kingdom is forbidding non established relationships,Unreliable
COVID Reliable9 China Outbreak Virus,Unreliable
COVID Reliable9 patients will not show symptoms for the first Reliable4 days,Unreliable
ReliableUnreliableUnreliableUnreliableUnreliable deaths In virus outbreak in Michigan Washington Idaho North Dakota Missouri Mississippi,Unreliable
Meharry s Dr James Hildreth says despite CDC backtrack COVID Reliable9 is airborne,Unreliable
The Disaster Management Act has been implemented across India,Unreliable
As per the act apart from the government departments no other citizen is allowed to post or share any forward related to the novel coronavirus,Unreliable
I heard such type of news many times,Unreliable
Turkey few months ago claim that country finally prepared coronavaccine,Unreliable
After that we all came to know it s not true,Unreliable
That s why I don t want to believe any type of news unless otherwise officially announced by WHO,Unreliable
DNC nervous as Sanders and Biden both drop dead halfway through debate DemocraticDebate coronavirus COVID Reliable9,Unreliable
Says Sarah Huckabee Sanders tweeted,Unreliable
that the ANTIFA insurgency happened just as COVID Reliable9 loses steam,Unreliable
that COVID Reliable9 happened the moment impeachment failed,Unreliable
that impeachment happened the moment Russian hoax failed,Unreliable
The Russian hoax happened because Hillary lost,Unreliable
Video shows Bodies of dead novel coronavirus patients in Russia,Unreliable
Viral video shows a man having great difficulty breathing,Unreliable
Even the medical team keeps a safe distance from this man,Unreliable
These videos are shared as a patient suffering from COVID Reliable9,Unreliable
Says Russia unleashed more than 5UnreliableUnreliable lions on its streets to ensure that people are staying indoors during this pandemic outbreak,Unreliable
November 2UnreliableReliable9 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID Reliable9 would hit United States,Unreliable
God has been quarantined due to coronavirus season as shown in the viral photo,Unreliable
Walmart Kroger Amazon Target and Costco had no reported cases of coronavirus in the news,Unreliable
Before the COVID Reliable9 pandemic it s accurate to say that unemployment rates were at record lows,Unreliable
Neil Gaiman blames sudden arrival in Scotland from New Zealand during lockdown on the faerie folk,Unreliable
Hundreds of sampoerna cigarette factory workers have COVID Reliable9,Unreliable
Panama Plans To Shut Down The Panama Canal,Unreliable
The retail frenzy in Malaysian stocks is set to face a reality check,Unreliable
Russia to Supply Anti COVID Avifavir to Reliable7 Countries,Unreliable
Based on the Japanese drug Favipiravir several countries developed Covid drugs like the Japanese Avigan and US Chinese Remdesivir the Russian Avifavir,Unreliable
Post registration clinical trials are complete,Unreliable
Shopper Was Wearing Facemask,Unreliable
coronavirus lockdown facemasks,Unreliable
For every click on the Italian song Rinascer rinascerai YouTube donates money to a hospital in Bergamo,Unreliable
Italian doctors have confirmed that COVID Reliable9 is a bacterial disease and not caused by a virus as claimed by a number of authorities,Unreliable
Says Ohio Gov Mike DeWine released 4 3UnreliableUnreliable prisoners and is now warning residents of a possible crime wave,Unreliable
Colloidal Silver Killer of Covid and many other ills used it for years,Unreliable
won t hear about it from media because big pharma can t patent it,Unreliable
